,theme,score
0,episode,3.0
1,friendship,1.5115439295768738
2,sacrifice,1.6945387721061707
3,hope,0.6943791806697845
4,battle,0.9908064305782318
5,self development,1.1014260947704315
6,betrayal,1.0105983465909958
